MH_05,LM_30,LM_40,BH_35A,BH_35B,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,AGEGRP,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,PFSCDV,PERS_WGT
2,3,5,1,4,4,3,3,3,3,2,3,3,3,5,1,0,1,1,4,3,1,0,5125.9959
2,5,4,3,3,3,3,3,3,2,3,3,3,2,4,2,0,1,1,4,3,1,0,2619.7599
2,5,4,3,3,4,3,3,3,2,1,1,3,3,6,2,0,3,1,7,1,1,0,1005.0997
1,5,1,3,4,3,1,3,3,3,1,1,3,1,5,1,0,1,1,4,4,3,0,2012.7209
2,6,4,1,1,4,3,3,3,3,2,1,3,3,6,1,0,2,1,2,9,4,0,2688.8499
3,4,4,1,4,2,1,3,3,3,3,3,3,3,4,2,0,3,4,4,3,1,0,787.6864
2,3,3,1,4,4,1,1,3,3,3,3,3,3,6,2,0,3,2,5,3,1,2,738.37
1,5,3,1,4,4,3,3,3,2,1,3,3,3,6,1,1,3,1,2,2,1,0,2512.9995
2,4,4,1,4,4,2,3,3,3,3,3,3,3,6,2,0,3,1,4,2,1,0,1322.1072
4,6,2,3,3,4,1,3,3,1,3,1,3,3,2,2,1,1,1,7,9,4,0,3224.2413
1,6,4,1,4,4,3,3,3,3,1,1,3,3,7,1,0,3,1,7,9,4,0,1782.4249
3,5,4,3,4,4,3,3,3,3,1,1,3,1,2,1,0,1,1,6,3,1,0,2930.0633
5,5,4,1,4,4,1,1,3,3,1,1,3,3,3,2,1,4,1,6,3,1,0,803.781
2,6,4,4,4,4,3,3,3,3,3,3,3,3,6,1,0,1,4,1,9,4,0,15963.8188
2,4,4,3,4,4,3,3,3,3,1,3,3,3,4,1,1,1,1,4,1,1,0,1270.9674
3,3,4,1,9,3,1,9,9,3,3,1,9,9,5,1,0,4,4,4,3,1,0,14561.4278
1,6,4,1,4,4,3,3,3,3,3,3,3,3,6,2,0,1,1,2,9,4,0,4690.972
2,5,4,1,4,3,3,3,3,1,1,1,3,1,5,2,0,1,1,2,1,1,0,6519.4477
2,3,4,3,1,4,3,3,3,1,1,1,3,3,4,1,0,4,1,4,3,1,0,1362.6842
3,6,3,1,1,2,1,3,3,1,1,1,3,1,3,2,1,2,4,5,9,4,0,1398.3412
1,6,4,4,4,4,3,3,3,3,1,3,3,3,7,2,0,2,1,4,9,4,0,7301.3952
3,4,3,1,4,4,3,3,3,3,1,1,3,3,5,2,0,1,1,1,3,1,0,4283.4113
2,5,4,4,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,5,3,1,0,6521.8195
1,1,1,3,3,4,3,3,3,3,3,3,3,3,5,1,0,1,1,7,9,1,3,954.8864
2,5,4,3,4,4,1,3,3,1,1,3,3,3,4,1,1,1,1,5,3,1,0,4788.0974
4,5,4,1,3,4,3,3,2,2,1,3,1,3,2,1,0,4,2,2,2,1,0,4331.4487
1,6,9,3,4,4,3,9,9,9,3,1,3,1,7,2,0,3,1,7,9,4,0,997.7499
2,6,1,3,4,2,3,3,3,3,3,1,3,3,6,1,0,3,1,4,9,4,2,702.9374
4,3,5,3,4,4,3,3,3,1,1,1,3,3,6,1,0,1,2,3,4,3,0,3750.64
2,6,4,1,4,4,3,3,3,3,1,1,3,3,6,1,0,2,1,1,9,4,0,6532.9657
3,6,5,3,4,4,3,3,3,1,3,3,3,3,6,1,0,1,1,2,9,4,0,6639.4052
1,5,3,1,3,3,3,3,3,3,1,1,3,3,1,1,0,4,3,4,1,1,0,8742.572
3,4,4,1,4,4,3,3,3,3,1,1,3,1,2,2,0,4,1,6,1,1,0,18541.2197
3,5,4,1,4,4,3,3,3,1,1,1,3,1,4,2,1,1,1,6,2,1,0,2118.8905
3,2,2,3,3,3,3,3,3,1,3,3,3,3,4,1,1,1,1,2,3,1,9,1760.842
1,1,1,1,3,3,3,3,3,3,2,2,3,3,2,2,1,2,1,6,4,3,2,13311.6171
1,1,1,3,3,4,3,3,3,3,1,1,3,3,7,1,0,1,4,6,9,9,2,25619.5514
3,6,4,1,1,4,1,3,3,1,1,1,3,3,6,2,0,1,1,4,9,4,0,2323.2619
4,5,4,3,4,4,9,9,9,9,9,9,9,9,4,1,0,4,1,6,1,1,0,396.8974
4,6,4,4,1,4,3,3,3,3,3,3,3,1,3,1,1,1,1,3,9,4,0,4727.2504
3,6,4,1,1,4,1,3,3,3,1,3,3,1,4,2,1,1,1,2,9,4,0,6361.1916
1,4,5,1,9,9,1,3,3,1,1,1,3,3,6,1,0,1,1,4,1,1,0,1099.2882
1,5,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,2,3,1,2,7941.5286
3,2,5,1,9,3,3,3,3,3,3,1,3,3,5,1,0,1,1,3,3,1,0,3878.5111
3,5,3,1,4,3,3,3,3,2,3,1,3,3,3,2,1,1,1,4,3,1,0,8492.3428
3,4,4,1,4,3,3,3,3,2,3,3,3,3,3,1,0,4,2,6,3,1,0,2267.9824
2,3,1,3,3,3,3,3,3,3,1,1,3,3,3,1,1,1,3,7,3,1,0,10227.0332
4,6,4,1,4,4,3,3,3,1,1,3,3,3,4,2,0,1,4,4,9,4,0,11933.3379
2,1,1,1,4,2,1,3,3,3,1,1,3,1,4,2,0,1,4,2,4,3,0,12500.5936
3,6,5,1,4,4,1,3,3,3,3,1,1,1,6,2,1,1,1,6,9,4,0,6674.6496
4,4,4,1,3,4,3,3,3,3,3,1,3,3,4,1,0,4,1,7,2,1,0,1372.9458
3,4,2,3,4,4,3,1,3,1,1,1,1,3,1,2,1,4,1,4,1,1,0,5174.0136
3,6,3,3,4,2,3,3,3,3,3,3,3,1,4,1,1,1,1,4,9,4,0,2579.5848
3,5,3,1,4,2,3,3,3,2,1,1,3,1,4,1,0,4,2,6,4,3,0,934.9178
4,5,4,3,4,4,3,3,3,1,1,1,3,3,4,2,0,1,1,2,3,1,0,15293.8944
3,6,2,1,2,4,3,1,3,1,1,1,3,3,5,2,0,3,1,2,9,4,0,5061.5162
1,3,2,1,1,1,3,3,3,3,2,3,3,3,3,2,1,1,1,6,3,1,2,3019.8373
1,1,3,3,4,4,1,3,3,1,1,1,3,3,4,2,0,2,1,4,4,3,0,7547.5712
1,5,4,4,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,5,3,1,0,1512.3327
2,3,1,1,4,4,3,3,3,3,3,3,3,3,5,1,0,3,2,5,2,1,0,838.5442
1,4,2,3,2,4,3,3,3,2,1,3,3,3,4,2,1,1,4,6,4,3,0,1408.9762
4,6,2,3,4,4,1,3,3,2,1,1,3,1,2,2,0,3,1,3,9,4,3,2269.5492
1,5,3,1,4,4,3,3,3,3,1,3,3,3,5,1,0,4,1,6,2,1,0,6925.1165
4,4,2,3,3,3,1,3,3,1,3,1,3,3,5,2,0,3,1,7,3,1,1,1312.885
4,5,1,1,4,4,3,3,1,1,1,1,3,3,4,1,0,1,4,6,1,1,0,7007.1997
2,4,3,3,4,4,3,3,3,3,3,1,3,3,2,2,1,2,4,4,4,3,0,5353.5734
3,5,4,1,4,4,1,3,3,1,3,1,3,1,4,2,1,1,1,6,3,1,1,2245.7601
2,5,3,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,4,3,1,0,1229.0621
3,5,4,1,1,3,1,3,3,2,3,1,3,3,2,2,1,1,1,6,1,1,0,2770.713
3,6,5,3,4,4,2,3,3,3,3,3,3,3,5,1,0,1,1,4,9,4,0,6581.4913
2,5,4,1,4,4,3,3,3,3,3,1,3,3,4,1,1,1,1,7,1,1,0,2178.6606
4,6,3,1,4,2,3,3,3,3,3,3,3,3,3,2,0,1,2,2,9,4,0,43137.5722
4,2,4,1,4,3,3,3,3,3,3,1,3,3,2,1,0,4,2,7,1,1,0,4444.0965
3,6,3,1,4,4,3,3,3,1,3,3,3,3,2,2,1,1,4,7,9,4,0,12554.5502
3,5,4,1,4,3,3,3,3,3,3,1,3,3,5,1,0,1,1,6,2,1,0,10333.4233
4,5,5,1,1,1,3,3,3,3,1,1,3,3,4,2,1,1,1,4,3,1,0,4994.5943
3,5,4,1,4,3,3,3,3,1,1,1,3,3,4,2,1,1,1,7,1,1,0,5824.5956
5,6,4,4,4,4,3,1,3,3,3,3,3,3,2,1,1,1,1,2,9,4,1,6273.2766
4,2,2,1,4,4,3,3,3,2,3,3,3,3,4,1,0,1,1,6,2,1,0,20496.5402
1,6,2,4,4,2,3,3,3,3,1,1,1,1,2,2,1,3,2,1,9,4,0,38583.8012
4,3,1,3,4,4,3,3,3,1,1,1,3,1,3,2,1,2,1,3,4,3,2,4615.2673
3,5,4,1,4,2,3,1,3,1,1,1,1,3,4,1,0,1,1,3,3,1,0,21964.2528
3,4,5,1,4,4,1,3,2,1,1,1,1,1,2,2,0,1,1,7,1,1,0,3788.3671
2,6,2,1,4,2,9,9,9,1,1,1,1,3,6,2,0,3,4,1,9,4,2,2250.2481
2,1,5,1,1,4,1,3,3,3,1,1,3,3,5,1,0,1,1,3,1,1,0,10827.7124
2,3,2,1,4,2,3,2,3,2,1,1,1,3,6,1,0,4,2,6,1,1,0,1145.3949
2,5,4,1,2,2,3,3,3,1,1,1,1,1,3,1,1,1,1,3,3,1,0,4878.471
3,6,4,4,2,4,2,9,9,9,9,9,9,9,6,1,0,3,1,4,9,4,0,3848.1069
3,6,2,3,4,4,3,3,3,3,3,3,3,3,6,1,0,1,1,6,9,4,2,1456.8036
2,5,4,1,4,4,1,3,1,3,1,3,3,1,4,1,1,1,1,2,1,1,0,12936.5871
1,6,4,3,4,4,3,3,3,3,3,1,3,3,6,1,0,1,1,7,9,4,0,1319.886
4,3,4,3,4,3,2,3,3,2,1,3,3,3,1,2,0,4,2,2,3,1,0,2863.2585
1,5,4,1,4,4,3,3,3,3,1,1,3,3,2,1,1,1,1,6,2,1,0,3525.4658
2,5,4,1,4,2,3,3,3,3,2,1,3,3,4,1,0,1,4,3,2,1,0,50787.8981
2,6,4,3,9,2,3,3,3,3,3,1,3,3,6,1,0,1,1,5,9,4,0,2237.8816
1,5,4,3,4,4,3,3,3,1,1,1,3,3,4,2,1,1,1,2,3,1,0,4811.0556
4,3,4,1,4,2,3,3,3,3,1,1,3,3,5,1,0,3,2,4,3,1,0,2476.0137
4,4,4,1,1,4,3,3,3,3,3,3,3,3,6,2,0,4,1,7,2,1,0,575.9244
1,6,4,3,4,4,3,3,3,3,1,3,3,3,5,2,0,1,1,2,9,4,0,2106.8767
4,5,4,1,3,4,1,3,3,1,3,3,3,3,2,2,0,4,1,6,2,1,0,1401.6302
1,6,4,3,1,4,3,3,3,3,3,3,3,3,6,1,0,1,4,4,9,4,0,4079.393
3,5,4,3,4,3,3,3,3,1,1,1,3,3,5,1,0,1,1,6,1,1,0,1511.708
2,9,1,1,4,2,3,3,3,1,3,3,3,3,5,2,0,1,1,6,9,1,0,4581.193
2,4,3,3,4,4,2,3,3,2,1,3,1,1,5,1,0,3,2,4,3,1,0,12259.661
3,6,5,4,4,4,3,3,3,3,3,1,3,3,7,1,0,1,1,1,9,4,0,8183.1903
4,3,3,1,4,4,3,3,3,3,3,1,3,3,2,1,0,4,2,2,3,1,0,15741.8137
2,5,4,3,4,3,3,3,1,3,3,3,1,3,3,2,0,4,1,7,1,1,0,1138.8428
4,5,4,1,4,4,1,1,3,3,3,3,3,3,5,1,0,2,1,2,4,3,0,4360.6379
3,6,5,3,2,4,3,3,3,3,1,1,3,3,5,2,0,1,1,7,9,4,1,644.814
2,6,4,1,3,4,3,3,3,3,3,1,3,1,2,2,0,2,2,4,9,4,0,9280.4556
2,6,3,9,9,9,1,3,3,3,3,3,3,3,5,1,0,1,1,2,9,4,0,1626.4066
1,6,4,3,4,3,3,3,3,1,1,2,3,3,6,2,0,1,1,4,9,4,0,20053.4434
1,6,4,3,4,9,3,3,3,3,3,3,3,3,7,2,0,4,2,2,9,4,0,13828.6391
4,5,4,1,4,2,3,3,3,3,3,1,3,3,3,1,1,1,1,6,2,1,0,3683.8493
4,6,4,1,9,9,2,1,1,1,1,1,3,9,5,2,0,2,1,4,9,4,0,3092.4225
2,6,2,1,4,4,3,3,3,1,1,1,3,3,5,2,0,1,1,2,9,4,0,5466.0076
2,6,3,1,3,4,2,3,1,1,3,1,3,3,3,2,0,4,2,2,9,4,0,1821.8786
4,3,1,1,4,4,3,3,3,1,1,1,1,1,2,1,0,1,1,5,4,3,3,1019.9152
2,6,4,3,4,4,3,3,3,3,1,1,3,3,6,2,0,1,1,1,9,4,0,1804.2863
4,5,4,3,3,4,3,3,3,1,1,1,3,3,5,1,1,3,4,6,1,1,0,10576.1
2,3,2,3,3,3,3,3,3,3,9,1,3,1,1,2,1,4,1,1,2,1,0,25577.6136
5,4,2,1,1,2,3,3,1,2,1,1,1,3,4,2,0,1,1,1,4,2,0,30570.0254
2,6,2,3,4,3,3,3,3,3,1,1,3,1,3,2,1,1,1,6,9,4,0,1846.0118
2,4,3,1,4,4,3,3,3,1,1,1,3,3,2,1,0,2,1,6,2,1,0,4193.4747
4,6,4,1,4,4,3,3,3,1,1,3,3,3,6,2,0,1,1,3,9,4,0,2615.0173
1,5,4,1,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,6,2,1,0,1075.4147
3,5,9,3,4,4,3,1,3,1,3,3,3,3,4,2,0,1,1,4,9,1,0,1789.6132
1,6,4,1,4,4,3,3,3,3,3,3,3,3,5,1,0,1,1,4,9,4,0,1955.3048
2,5,3,1,4,4,1,3,3,3,3,1,1,1,1,1,1,4,1,1,3,1,2,19883.1371
1,5,4,1,4,2,3,3,3,3,3,3,3,3,7,1,0,1,1,7,2,1,0,2625.0658
2,5,4,1,1,4,3,3,1,3,1,1,3,1,2,1,0,4,2,6,2,1,0,1823.9679
2,4,3,1,4,4,3,3,3,1,1,1,3,1,3,1,1,1,1,3,4,2,0,3180.4329
2,6,4,3,4,4,3,3,3,3,3,3,3,3,7,1,0,1,1,3,9,4,0,3168.1704
2,4,3,1,4,4,1,3,3,1,3,1,3,3,4,1,1,1,1,2,1,1,0,22513.9788
4,6,3,3,4,4,3,1,3,3,3,3,3,3,3,2,0,4,4,2,9,4,1,10025.7203
4,3,4,2,3,3,3,3,3,3,3,1,3,3,5,2,0,3,1,4,4,2,0,731.8366
3,5,5,1,4,4,3,3,3,1,3,1,1,3,4,2,1,2,1,6,1,1,0,1201.8045
2,6,5,1,9,9,3,3,3,1,1,1,9,9,5,1,0,1,1,2,9,4,0,14872.1827
5,5,3,1,4,4,1,3,3,1,1,1,1,3,2,2,0,4,2,6,4,3,0,7929.2617
2,1,1,3,4,3,1,3,3,1,3,3,3,1,1,2,0,4,1,4,4,3,0,3718.7782
1,9,1,9,9,9,1,9,9,9,9,9,9,9,4,1,0,3,1,6,9,9,9,3605.2921
2,6,3,1,9,9,3,9,9,9,3,9,9,9,6,2,0,1,1,4,9,4,0,2619.0596
1,6,4,1,4,4,1,3,3,3,3,1,3,3,6,1,0,3,1,4,9,4,0,1652.9836
1,5,4,3,4,4,3,3,3,3,3,3,3,1,4,1,1,1,4,7,3,1,0,4865.4498
3,6,5,2,9,2,3,3,3,3,1,1,3,3,6,2,0,1,1,6,9,4,0,1576.9025
3,6,4,1,1,4,1,3,3,1,1,1,3,3,5,2,0,1,1,6,9,4,0,5042.5688
3,5,4,1,1,3,2,3,3,3,1,1,3,3,1,2,0,4,1,6,3,1,0,4681.4559
3,4,4,1,1,4,2,3,1,3,1,1,3,3,2,1,0,4,2,2,3,1,0,8560.8924
2,5,4,1,4,4,3,3,3,3,3,1,3,1,5,2,0,1,1,4,3,1,0,2295.2448
2,4,4,3,4,3,1,3,3,1,1,3,3,1,3,1,1,1,1,6,1,1,0,4576.417
3,3,2,3,4,4,3,3,3,3,3,1,3,3,5,1,0,1,1,2,1,1,0,9614.2102
2,4,4,1,4,4,1,3,3,3,3,3,3,3,6,1,0,1,4,6,1,1,0,6501.3248
2,3,2,3,4,4,1,1,3,3,1,3,3,3,5,1,1,2,1,4,4,3,0,6442.0086
2,4,3,3,4,4,3,3,3,3,3,1,3,3,4,2,0,1,1,7,1,1,0,3979.0308
2,3,5,3,4,3,2,3,3,3,3,1,1,2,3,1,0,4,2,4,3,1,0,1305.2261
2,6,2,3,3,3,3,3,3,1,1,1,3,1,5,2,0,4,2,7,9,4,0,4225.9025
2,6,5,3,4,4,1,3,3,3,1,1,1,3,6,1,0,3,2,2,9,4,9,2288.9284
4,5,4,3,1,4,1,3,3,3,1,3,3,3,5,2,0,1,1,2,3,1,0,7269.0375
3,6,3,1,4,4,3,3,3,1,1,3,3,3,6,1,0,1,4,2,9,4,0,18306.3633
1,3,5,2,4,4,3,3,3,3,3,1,3,3,4,1,0,3,2,6,3,1,0,8037.1046
2,2,3,1,3,4,3,3,3,3,3,3,3,3,6,1,0,1,1,6,2,1,0,4220.1931
1,5,4,1,4,2,3,3,3,3,3,1,1,2,2,1,0,4,4,2,2,1,0,2179.2354
1,5,4,1,4,4,2,3,3,3,1,1,3,3,5,1,0,2,1,4,3,1,0,3026.2916
3,6,4,4,4,4,3,3,3,3,3,3,3,3,5,2,0,2,1,4,9,4,0,3430.7779
1,5,4,1,4,2,3,2,3,2,3,3,3,1,2,1,1,1,1,4,3,1,0,10271.3134
3,6,4,1,1,2,9,9,9,2,2,3,9,9,6,2,0,4,1,6,9,4,0,888.3237
1,6,4,1,4,4,1,3,3,1,1,1,3,3,6,2,0,1,1,6,9,4,0,3651.0889
1,5,3,3,3,4,3,3,3,3,1,1,3,1,4,2,0,3,1,4,3,1,3,802.7266
5,4,2,4,1,4,3,3,3,1,1,1,1,3,1,2,0,4,2,3,1,1,0,13233.8799
2,5,4,1,4,4,3,3,3,3,2,2,3,3,2,2,0,4,1,7,3,1,0,902.8711
2,6,4,9,9,9,3,3,3,2,1,1,3,3,6,1,0,1,1,7,9,4,0,1351.2867
1,5,2,4,1,4,3,3,3,3,3,3,3,3,4,2,0,1,1,4,1,1,0,6629.4594
3,2,1,3,4,3,1,3,3,3,1,1,3,3,4,1,0,4,1,3,4,3,1,2525.0656
4,3,4,3,4,3,3,3,2,3,3,3,3,3,5,1,0,3,2,6,3,1,0,8360.2079
4,2,3,1,4,4,2,1,1,1,1,1,3,1,2,2,1,4,1,1,4,3,1,12043.7429
1,6,1,4,4,4,3,3,3,3,3,1,3,3,2,2,1,1,3,6,9,4,0,14042.486
3,1,1,1,4,3,3,3,3,1,1,1,3,3,3,2,1,1,1,4,1,1,0,33281.6958
2,6,4,3,1,3,3,3,3,1,1,3,3,3,6,1,0,3,4,1,9,4,0,2910.3718
4,4,4,1,3,4,1,3,1,3,2,3,3,1,5,1,0,1,4,6,1,1,0,7936.9896
3,5,4,3,3,3,2,3,3,3,1,1,3,1,3,1,1,1,1,7,3,1,0,1754.573
2,5,4,3,4,2,3,3,3,1,1,1,3,3,2,1,0,1,2,1,1,1,0,14536.6735
2,6,4,1,1,4,3,3,3,3,3,1,3,3,6,2,0,1,1,2,9,4,0,6202.1191
1,6,4,1,1,4,3,9,9,9,9,1,9,9,7,2,0,1,1,7,9,4,0,942.712
3,6,5,3,4,4,3,3,3,1,1,1,3,1,6,2,1,1,1,6,9,4,0,2038.2206
2,5,4,3,4,4,3,3,3,3,1,1,3,3,4,2,0,1,1,4,3,1,0,15457.0185
2,5,4,1,4,4,3,3,1,1,1,1,3,1,1,2,0,2,1,2,2,1,0,4467.8732
2,9,4,1,1,4,9,9,9,9,9,9,9,9,7,2,0,3,1,7,9,9,0,571.9197
3,3,2,1,4,2,3,1,3,1,1,1,1,3,5,2,0,4,1,2,4,3,0,5516.7317
2,5,2,1,4,2,3,3,3,1,1,1,3,3,5,1,0,1,1,6,2,1,0,2609.0279
4,4,2,1,4,4,3,1,3,1,1,1,1,1,3,1,1,2,1,4,3,1,0,2596.4226
2,6,4,1,4,4,3,3,3,3,1,3,3,3,6,2,0,1,1,6,9,4,0,3373.4686
1,4,2,1,3,2,3,3,3,2,1,1,3,3,2,1,0,1,2,5,3,1,0,6037.0886
1,1,1,1,4,4,3,3,3,3,1,1,3,3,4,2,0,1,4,7,4,3,0,11608.1817
4,4,3,1,4,4,3,3,3,1,1,1,3,3,2,2,0,4,2,6,2,1,0,1588.8799
2,4,4,1,4,4,1,3,3,1,1,1,3,3,3,1,1,1,4,7,2,1,0,3300.4757
1,5,4,3,4,3,3,3,3,3,3,1,3,3,3,2,1,4,4,4,3,1,0,627.959
2,5,4,1,4,4,3,3,3,3,3,3,3,3,4,2,0,4,2,4,1,1,0,4034.6202
3,6,3,3,1,4,3,3,3,2,1,1,3,3,5,1,0,4,1,3,9,4,0,1406.4111
2,5,3,1,4,4,1,3,3,1,1,1,1,3,2,1,0,1,1,2,3,1,0,4655.8515
1,5,3,1,4,4,1,1,3,2,1,1,1,2,1,1,1,4,1,2,9,9,0,5811.3263
3,3,1,3,4,4,3,3,3,3,1,1,3,1,3,2,1,3,1,4,4,3,2,1033.0457
3,5,3,1,4,4,3,3,3,3,3,1,3,1,3,2,1,1,1,1,3,1,0,4776.8697
2,9,1,3,3,3,3,3,3,3,1,1,1,3,7,1,0,1,1,2,9,9,0,19999.5754
1,3,4,3,4,4,3,3,3,3,3,1,3,3,7,2,0,3,1,2,9,9,0,1899.6983
3,5,3,1,4,4,3,3,3,1,1,1,3,1,3,2,1,4,4,2,2,1,9,6964.461
3,3,3,1,4,4,1,3,1,1,1,1,3,3,2,1,0,2,2,6,3,1,0,3367.4241
3,6,3,3,4,3,3,3,3,3,1,1,3,3,5,2,0,1,1,4,9,4,0,3471.3734
3,4,5,1,3,4,1,3,3,1,1,1,1,1,2,2,1,1,2,6,1,1,0,20039.1919
2,5,4,3,4,3,3,3,3,1,1,3,3,3,5,1,0,1,1,3,4,2,0,2214.4735
2,6,4,2,4,9,3,3,3,3,3,3,3,3,7,2,0,3,2,2,9,4,0,2945.9395
2,5,3,1,4,4,3,3,3,3,1,1,1,3,4,2,1,2,1,7,3,1,9,1489.0027
3,6,2,1,4,4,3,3,3,3,1,1,1,3,2,2,0,4,1,6,9,4,0,910.8616
2,6,4,1,1,2,1,3,3,3,1,1,3,1,5,2,0,3,1,4,9,4,0,5602.2579
3,1,5,3,4,4,3,3,3,1,1,1,3,3,3,2,0,4,2,7,1,1,0,5718.4199
2,6,4,3,4,4,3,3,3,3,3,1,3,3,5,2,0,1,1,6,9,4,0,16969.8788
2,5,2,3,4,4,3,3,3,1,1,1,3,3,3,2,0,1,1,2,3,1,2,10143.1503
2,4,3,3,3,4,3,3,3,3,1,3,3,3,6,2,0,1,1,2,2,1,0,1759.7097
2,5,4,1,4,2,1,3,3,2,3,3,3,3,5,1,0,2,2,6,2,1,0,17542.4551
1,6,3,3,4,3,3,3,3,3,3,3,3,3,6,2,0,1,1,2,9,4,0,2389.193
2,5,4,3,4,3,3,3,3,3,3,3,3,2,5,2,0,4,4,6,2,1,0,4832.945
2,5,5,9,1,4,1,3,3,1,1,3,3,3,5,1,0,2,4,7,3,1,0,3011.6935
2,3,2,3,4,4,3,3,3,1,3,1,3,3,4,2,0,4,1,7,2,1,0,1431.8922
2,6,4,3,4,4,2,3,3,3,3,1,3,3,7,2,0,1,4,7,9,4,0,11077.5468
1,6,4,1,4,4,2,3,2,2,2,1,3,3,5,1,0,3,1,1,9,4,0,1686.2355
5,6,1,4,4,4,3,3,3,2,1,1,3,3,3,1,1,1,4,7,9,4,3,9231.2235
1,5,4,1,4,4,2,3,3,3,3,3,3,3,5,1,0,1,1,7,2,1,0,1162.0115
4,5,4,3,3,3,3,3,3,2,1,1,3,3,5,2,0,1,1,2,1,1,0,22045.022
1,3,3,1,4,4,3,3,3,3,1,1,1,1,3,1,1,2,4,3,3,1,0,4725.8741
2,5,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,4,3,1,0,1907.6286
2,6,4,1,3,2,3,3,3,2,3,1,3,3,6,2,0,3,2,1,9,4,0,7680.8868
2,5,4,1,4,3,3,3,3,1,1,1,3,1,3,2,1,3,1,7,1,1,0,1003.3797
2,6,3,1,4,2,3,3,3,3,1,1,3,3,6,1,0,1,1,7,9,4,0,17166.9652
4,5,4,1,4,4,3,3,3,3,3,3,3,3,4,2,0,4,4,6,3,1,0,778.1783
2,5,5,3,4,3,3,3,3,1,1,1,1,3,2,1,1,2,2,2,3,1,1,5145.3573
2,1,3,4,4,4,3,3,3,1,3,1,3,3,4,2,0,3,1,2,1,1,0,23602.7567
1,5,4,1,4,4,3,3,3,3,3,1,3,1,4,2,0,2,1,4,3,1,0,1425.6692
2,3,4,1,4,4,1,3,3,3,3,3,3,3,6,1,0,1,1,2,4,3,0,7488.8465
4,5,4,4,4,4,1,3,3,1,3,3,3,1,3,1,1,1,1,7,1,1,9,1918.2306
3,5,4,1,4,4,3,3,3,3,2,1,3,3,4,1,1,1,1,6,2,1,0,10898.1948
1,6,5,3,4,3,3,3,3,3,1,1,1,3,5,2,0,1,1,2,9,4,0,22949.2078
4,3,3,1,4,4,3,3,3,1,1,1,3,1,1,2,1,4,1,1,1,1,0,4378.178
3,5,3,3,4,4,3,3,3,1,1,1,3,1,5,2,1,1,4,4,2,1,1,4850.0957
2,6,3,3,4,3,3,3,3,1,1,3,3,3,6,1,0,1,1,3,9,4,0,1199.6144
4,6,2,3,4,4,3,3,3,2,1,1,3,3,4,2,0,1,1,4,9,4,2,13176.0911
2,6,2,4,1,3,3,3,3,3,3,1,3,3,6,1,0,4,4,6,9,4,0,3997.816
1,5,2,3,4,3,3,3,3,3,1,1,1,3,5,2,0,1,1,4,4,2,0,1258.2842
1,5,3,1,9,4,3,3,3,3,3,3,3,3,4,2,0,3,4,6,3,1,0,1683.0555
1,6,4,1,1,2,3,3,3,2,1,1,3,3,5,1,0,2,1,4,9,4,0,2305.8543
3,5,5,1,4,4,3,3,3,1,1,1,3,1,4,1,0,1,1,6,3,1,0,1555.9597
4,4,4,1,1,3,3,3,3,3,3,3,3,3,2,2,0,4,2,3,4,3,1,29266.2155
3,5,1,1,4,4,1,3,3,1,1,1,1,3,3,1,0,1,1,2,4,2,0,7322.9282
4,6,5,3,1,4,3,3,3,3,3,1,1,3,1,1,1,4,1,1,9,4,0,25450.2221
3,4,5,1,4,3,1,3,2,1,1,1,3,3,2,1,0,4,1,6,2,1,0,5431.1998
2,1,1,3,3,3,3,3,3,3,3,1,3,3,2,2,1,1,1,4,4,3,1,3305.7616
2,2,2,3,3,3,3,3,3,2,3,3,3,3,6,1,0,1,3,7,1,1,0,12492.4713
4,5,2,1,4,4,3,3,3,1,1,1,3,1,3,2,1,1,1,4,2,1,0,13725.1838
4,6,3,1,4,4,3,3,3,3,3,3,3,3,3,2,1,1,1,4,9,4,0,14470.2293
3,4,3,3,4,4,3,3,3,1,1,1,3,3,6,2,0,3,1,3,3,1,0,840.7563
5,6,2,1,4,3,1,1,1,1,1,1,3,3,4,1,0,1,1,4,9,4,0,2936.1255
1,4,4,3,4,4,3,3,3,3,3,3,3,3,5,1,0,4,4,4,3,1,0,2233.6335
2,2,2,1,4,4,3,3,3,3,3,3,3,3,4,1,0,2,2,2,3,1,0,5037.9038
3,4,5,1,4,4,3,3,3,1,1,1,1,3,5,1,0,1,2,4,1,1,2,3361.7852
2,3,4,1,4,1,3,3,3,2,1,1,3,3,5,1,0,4,1,4,3,1,0,858.9854
3,1,1,3,4,4,3,3,3,3,1,1,3,1,6,1,0,2,4,4,4,3,0,1835.5703
1,6,2,1,1,2,3,3,3,3,1,1,3,3,6,1,0,3,1,2,9,4,3,1905.5618
3,5,4,1,4,4,3,3,3,1,3,1,1,3,2,1,0,4,3,7,1,1,0,11359.2003
3,3,4,1,3,3,1,3,3,3,1,1,3,1,4,2,1,1,1,4,3,1,0,8686.4858
